frame,x,y,area,particle
10,129.9368932038835,300.04368932038835,206.0,3
10,122.31380753138075,427.5188284518828,239.0,4
10,59.33710407239819,521.3778280542987,442.0,5
10,312.340490797546,633.0736196319018,326.0,6
11,122.09243697478992,427.109243697479,238.0,4
11,312.37735849056605,633.5251572327044,318.0,6
11,59.24418604651163,521.2395348837209,430.0,5
11,694.7834757834758,282.66381766381767,351.0,2
11,452.8269230769231,262.5346153846154,260.0,1
11,137.23384615384614,194.42461538461538,325.0,0
11,129.875,298.785,200.0,3
12,136.6153846153846,193.83076923076922,325.0,0
12,452.97665369649803,261.8054474708171,257.0,1
12,695.3926380368098,284.1226993865031,326.0,2
12,121.73839662447257,426.3122362869198,237.0,4
12,58.18735362997658,520.7915690866511,427.0,5
12,311.99029126213594,635.2912621359224,309.0,6
13,311.83,636.3333333333334,300.0,6
13,56.64367816091954,520.1885057471264,435.0,5
13,121.45188284518828,425.8284518828452,239.0,4
13,453.0568181818182,261.7651515151515,264.0,1
13,136.796875,193.903125,320.0,0
13,695.7448071216617,285.00890207715133,337.0,2
14,135.93630573248407,193.0031847133758,314.0,0
14,453.0153846153846,261.6384615384615,260.0,1
14,696.0210843373494,285.8644578313253,332.0,2
14,129.8128078817734,297.27093596059115,203.0,3
14,120.94142259414225,425.1380753138075,239.0,4
14,55.62470308788598,519.7767220902613,421.0,5
14,311.6948051948052,637.1493506493506,308.0,6
15,54.730526315789476,519.3073684210526,475.0,5
15,311.6091644204852,637.622641509434,371.0,6
15,120.43986254295532,424.4398625429553,291.0,4
15,135.30640668523677,192.41504178272982,359.0,0
15,696.4066193853428,286.3735224586288,423.0,2
15,453.21967213114755,260.544262295082,305.0,1
15,130.00423728813558,295.91525423728814,236.0,3
16,135.21069182389937,192.08490566037736,318.0,0
16,453.28846153846155,260.5192307692308,260.0,1
16,696.6303724928367,287.59885386819485,349.0,2
16,130.09405940594058,295.6782178217822,202.0,3
16,120.03375527426161,423.48945147679325,237.0,4
16,54.443914081145586,519.1169451073986,419.0,5
16,311.5770491803279,639.0786885245901,305.0,6
17,311.45686900958464,639.9488817891374,313.0,6
17,53.680952380952384,518.8380952380952,420.0,5
17,120.15486725663717,423.1504424778761,226.0,4
17,696.7831325301205,289.0301204819277,332.0,2
17,453.2123552123552,260.7181467181467,259.0,1
17,135.0393442622951,191.94098360655738,305.0,0
18,134.32268370607028,190.93290734824282,313.0,0
18,453.405303030303,259.82954545454544,264.0,1
18,697.2023460410558,289.8123167155425,341.0,2
18,119.69491525423729,422.5042372881356,236.0,4
18,53.08252427184466,518.4708737864078,412.0,5
18,311.4855305466238,640.3311897106109,311.0,6
19,311.48504983388705,640.9136212624585,301.0,6
19,51.7326968973747,517.8615751789977,419.0,5
19,119.52380952380952,421.6320346320346,231.0,4
19,134.1530612244898,190.57142857142858,294.0,0
19,697.061403508772,289.7602339181287,342.0,2
19,453.52272727272725,259.79924242424244,264.0,1
19,130.185,293.68,200.0,3
20,50.47517730496454,517.2411347517731,423.0,5
20,119.17857142857143,421.3169642857143,224.0,4
20,129.96190476190475,291.9095238095238,210.0,3
20,311.0732484076433,642.187898089172,314.0,6
20,453.49626865671644,259.22014925373134,268.0,1
20,133.9297658862876,190.2876254180602,299.0,0
20,697.4518950437317,290.4314868804665,343.0,2
21,133.77704918032788,190.10163934426228,305.0,0
21,453.5781818181818,259.0581818181818,275.0,1
21,129.85650224215246,290.72645739910314,223.0,3
21,697.9590643274854,291.6111111111111,342.0,2
21,118.32340425531915,419.4468085106383,235.0,4
21,49.554245283018865,517.0424528301887,424.0,5
21,310.89263803680984,642.8404907975461,326.0,6
22,310.3162162162162,644.8297297297297,370.0,6
22,118.12676056338029,419.2288732394366,284.0,4
22,48.18089430894309,516.6016260162602,492.0,5
22,129.6798418972332,289.45454545454544,253.0,3
22,453.6622950819672,258.7737704918033,305.0,1
22,133.158357771261,189.3548387096774,341.0,0
22,698.2211055276382,293.22613065326635,398.0,2
23,47.3816091954023,516.383908045977,435.0,5
23,117.46774193548387,417.8225806451613,248.0,4
23,698.7612359550562,294.17977528089887,356.0,2
23,310.0479233226837,646.3035143769968,313.0,6
23,453.5925925925926,258.68888888888887,270.0,1
23,133.07070707070707,188.87878787878788,297.0,0
23,129.70892018779344,289.4131455399061,213.0,3
24,132.38305084745764,187.75593220338982,295.0,0
24,453.76404494382024,258.28464419475654,267.0,1
24,129.41904761904763,288.5238095238095,210.0,3
24,699.3009118541033,295.84802431610944,329.0,2
24,116.27715355805243,416.1835205992509,267.0,4
24,46.600896860986545,516.1569506726457,446.0,5
24,309.8524590163934,647.0590163934427,305.0,6
25,116.625,416.56640625,256.0,4
25,45.31947483588621,515.6827133479212,457.0,5
25,699.6938775510204,297.3673469387755,343.0,2
25,309.02866242038215,648.8566878980891,314.0,6
25,453.72661870503595,258.1294964028777,278.0,1
25,132.0842105263158,187.1263157894737,285.0,0
25,129.4009009009009,287.7567567567568,222.0,3
26,131.6701754385965,186.70526315789473,285.0,0
26,453.79783393501805,257.8447653429603,277.0,1
26,129.14150943396226,286.75,212.0,3
26,700.0122324159022,299.31498470948014,327.0,2
26,114.87272727272727,414.9381818181818,275.0,4
26,44.06277056277056,515.3528138528138,462.0,5
26,308.5784615384615,649.28,325.0,6
27,308.6019108280255,649.4044585987261,314.0,6
27,43.153153153153156,515.0202702702703,444.0,5
27,115.86178861788618,415.5487804878049,246.0,4
27,700.1698113207547,300.1383647798742,318.0,2
27,453.87132352941177,257.6397058823529,272.0,1
27,131.6135593220339,186.23050847457628,295.0,0
27,129.20975609756098,285.7268292682927,205.0,3
28,131.16438356164383,185.67808219178082,292.0,0
28,453.9264705882353,257.43382352941177,272.0,1
28,128.91079812206573,284.17840375586854,213.0,3
28,700.2434017595308,301.6744868035191,341.0,2
28,115.72623574144487,415.47528517110266,263.0,4
28,42.2317880794702,514.4194260485651,453.0,5
28,308.1362229102167,650.405572755418,323.0,6
29,40.71072796934866,513.8045977011494,522.0,5
29,307.72727272727275,651.1267217630854,363.0,6
29,115.4136690647482,415.1870503597122,278.0,4
29,453.8251748251748,257.76223776223776,286.0,1
29,128.8016877637131,282.662447257384,237.0,3
29,700.0458015267176,302.6590330788804,393.0,2
29,130.28482972136223,184.44272445820434,323.0,0
30,129.89067524115757,183.79742765273312,311.0,0
30,453.8978102189781,257.33941605839414,274.0,1
30,129.01913875598086,281.01913875598086,209.0,3
30,700.2463343108504,303.7859237536657,341.0,2
30,115.18333333333334,414.9291666666667,240.0,4
30,40.02564102564103,513.534188034188,468.0,5
30,307.7539432176656,651.7160883280757,317.0,6
31,307.22884012539186,652.9686520376175,319.0,6
31,39.60944206008584,513.1931330472103,466.0,5
31,114.5436507936508,413.66269841269843,252.0,4
31,129.0188679245283,279.79716981132077,212.0,3
31,453.90036900369006,257.58671586715866,271.0,1
31,129.26433121019107,183.171974522293,314.0,0
31,700.4099378881988,304.1925465838509,322.0,2
32,128.57009345794393,182.58566978193147,321.0,0
32,453.98098859315587,257.3003802281369,263.0,1
32,700.4259818731118,304.81873111782477,331.0,2
32,114.18677042801556,413.420233463035,257.0,4
32,39.05150214592275,512.8862660944206,466.0,5
32,306.9096989966555,653.8595317725752,299.0,6
33,38.4494623655914,512.2193548387097,465.0,5
33,306.5407166123779,655.1074918566775,307.0,6
33,113.852140077821,413.0,257.0,4
33,128.06230529595015,182.05919003115264,321.0,0
33,129.33653846153845,278.6394230769231,208.0,3
33,453.86590038314176,257.22222222222223,261.0,1
33,700.5623100303951,305.62006079027356,329.0,2
34,127.53164556962025,181.52215189873417,316.0,0
34,453.87258687258685,256.95752895752895,259.0,1
34,700.7575757575758,306.3515151515152,330.0,2
34,113.74493927125506,412.7773279352227,247.0,4
34,6.365,438.64,200.0,8
34,37.56064073226545,511.7162471395881,437.0,5
34,306.3034482758621,655.7413793103449,290.0,6
35,305.99658703071674,656.3481228668942,293.0,6
35,36.37012987012987,510.76623376623377,462.0,5
35,6.463054187192118,438.44827586206895,203.0,8
35,113.26877470355731,412.02371541501975,253.0,4
35,126.7639751552795,180.81055900621118,322.0,0
35,129.54502369668248,275.13270142180096,211.0,3
35,454.06716417910445,256.8134328358209,268.0,1
35,700.9413489736071,307.3460410557185,341.0,2
36,35.42250530785562,510.0297239915074,471.0,5
36,305.79179810725554,656.9085173501577,317.0,6
36,6.63849765258216,437.94835680751174,213.0,8
36,113.1003861003861,411.6138996138996,259.0,4
36,701.1976744186046,308.6017441860465,344.0,2
36,129.46759259259258,274.64351851851853,216.0,3
36,454.0652173913044,256.42391304347825,276.0,1
36,125.77521613832853,180.0951008645533,347.0,0
37,125.22321428571429,179.79761904761904,336.0,0
37,454.01612903225805,255.4798387096774,248.0,1
37,129.5960591133005,273.42364532019707,203.0,3
37,701.6753623188406,310.3304347826087,345.0,2
37,112.48648648648648,410.5868725868726,259.0,4
37,6.691943127962086,437.5687203791469,211.0,8
37,34.239179954441916,509.53302961275625,439.0,5
37,305.7391304347826,657.677536231884,276.0,6
38,305.2159468438538,658.7740863787376,301.0,6
38,33.210643015521065,508.68736141906874,451.0,5
38,6.942583732057416,437.3157894736842,209.0,8
38,111.87854251012146,409.582995951417,247.0,4
38,124.61162079510703,179.29051987767585,327.0,0
38,129.46759259259258,271.4583333333333,216.0,3
38,454.1496062992126,255.8779527559055,254.0,1
38,4.900497512437811,238.67164179104478,201.0,9
38,702.0149253731344,311.42089552238804,335.0,2
39,7.112745098039215,437.12254901960785,204.0,8
39,304.98293515358364,660.0716723549488,293.0,6
39,32.88,508.58588235294116,425.0,5
39,111.52521008403362,409.1470588235294,238.0,4
39,129.05429864253395,270.03619909502265,221.0,3
39,454.0311284046693,256.1400778210117,257.0,1
39,124.25,179.03614457831324,332.0,0
39,702.4553072625698,312.4664804469274,358.0,2
40,31.677345537757436,507.7391304347826,437.0,5
40,123.83132530120481,178.69578313253012,332.0,0
40,5.455882352941177,238.13725490196077,204.0,9
40,454.17898832684824,255.2568093385214,257.0,1
40,129.05381165919283,269.3318385650224,223.0,3
40,702.5941176470589,313.3705882352941,340.0,2
40,111.40506329113924,408.63291139240505,237.0,4
40,7.551111111111111,436.04,225.0,8
40,304.43598615916954,661.4948096885813,289.0,6
41,30.783964365256125,507.25167037861917,449.0,5
41,7.513761467889908,436.07339449541286,218.0,8
41,111.13478260869566,407.9869565217391,230.0,4
41,702.8157894736842,314.6929824561403,342.0,2
41,303.95932203389833,663.1593220338983,295.0,6
41,454.024,255.824,250.0,1
41,5.91747572815534,237.68446601941747,206.0,9
41,123.203125,178.259375,320.0,0
41,129.02830188679246,268.561320754717,212.0,3
42,303.378125,664.334375,320.0,6
42,7.923404255319149,435.0127659574468,235.0,8
42,29.943632567849686,506.84342379958247,479.0,5
42,110.68992248062015,406.98837209302326,258.0,4
42,6.651376146788991,236.59633027522935,218.0,9
42,128.92307692307693,267.6425339366516,221.0,3
42,454.15441176470586,256.0220588235294,272.0,1
42,123.08641975308642,178.1358024691358,324.0,0
42,703.1482558139535,316.09302325581393,344.0,2
43,122.54716981132076,177.5943396226415,318.0,0
43,454.0972762645914,255.94941634241246,257.0,1
43,128.82758620689654,266.70443349753697,203.0,3
43,703.7439759036145,317.87951807228916,332.0,2
43,110.16228070175438,405.5394736842105,228.0,4
43,8.07112970711297,434.64435146443515,239.0,8
43,28.879828326180256,506.35836909871244,466.0,5
43,303.1624203821656,664.9108280254777,314.0,6
44,302.88817891373805,665.2268370607029,313.0,6
44,28.282560706401767,505.9028697571744,453.0,5
44,8.366379310344827,434.0,232.0,8
44,109.72413793103448,404.6034482758621,232.0,4
44,121.64935064935065,176.6818181818182,308.0,0
44,128.7810945273632,265.55223880597015,201.0,3
44,454.248,255.144,250.0,1
44,7.216981132075472,235.9056603773585,212.0,9
44,703.9230769230769,319.6390532544379,338.0,2
45,8.54320987654321,433.69958847736626,243.0,8
45,302.5987055016181,665.7605177993528,309.0,6
45,27.792410714285715,505.5580357142857,448.0,5
45,109.00431034482759,403.0689655172414,232.0,4
45,703.8571428571429,320.5562310030395,329.0,2
45,454.2612244897959,255.30204081632652,245.0,1
45,7.46606334841629,235.47058823529412,221.0,9
45,121.44336569579288,176.50809061488673,309.0,0
46,120.675,175.65625,320.0,0
46,7.923766816143497,234.69058295964126,223.0,9
46,454.2448979591837,255.1795918367347,245.0,1
46,703.8959537572255,321.33815028901734,346.0,2
46,109.04054054054055,403.1126126126126,222.0,4
46,8.98326359832636,433.02092050209205,239.0,8
46,26.187782805429865,504.6628959276018,442.0,5
46,301.9511400651466,667.3127035830619,307.0,6
47,301.3495145631068,667.9967637540453,309.0,6
47,25.25,504.29424778761063,452.0,5
47,9.415929203539823,432.33185840707966,226.0,8
47,108.44303797468355,401.8987341772152,237.0,4
47,120.45483870967742,175.43225806451613,310.0,0
47,454.3151260504202,254.73529411764707,238.0,1
47,8.234782608695653,233.9913043478261,230.0,9
47,704.0572289156627,321.95180722891564,332.0,2
48,10.02928870292887,431.01255230125525,239.0,8
48,24.084925690021233,503.7770700636943,471.0,5
48,300.4384858044164,669.3596214511041,317.0,6
48,108.1,401.2083333333333,240.0,4
48,8.375,234.02232142857142,224.0,9
48,454.1882845188284,254.7405857740586,239.0,1
48,119.71844660194175,174.83818770226537,309.0,0
48,703.9573170731708,323.7560975609756,328.0,2
49,300.0,669.9413489736071,341.0,6
49,23.08712121212121,503.17045454545456,528.0,5
49,10.618867924528303,430.05283018867925,265.0,8
49,107.30034129692832,399.938566552901,293.0,4
49,128.95391705069125,258.9815668202765,217.0,3
49,454.4758620689655,254.0103448275862,290.0,1
49,9.050387596899224,232.5581395348837,258.0,9
49,118.4789156626506,173.76506024096386,332.0,0
49,704.2431693989071,324.8114754098361,366.0,2
50,107.05078125,399.55078125,256.0,4
50,22.161490683229815,502.4824016563147,483.0,5
50,11.692307692307692,429.008547008547,234.0,8
50,704.0939393939394,325.43333333333334,330.0,2
50,299.7327044025157,670.5880503144654,318.0,6
50,454.44725738396625,254.56118143459915,237.0,1
50,9.40677966101695,231.8728813559322,236.0,9
50,117.67857142857143,172.99025974025975,308.0,0
50,129.335,257.5,200.0,3
51,21.758333333333333,502.15,480.0,5
51,12.364864864864865,428.06756756756755,222.0,8
51,105.97435897435898,398.2014652014652,273.0,4
51,704.3121212121212,326.46666666666664,330.0,2
51,299.39285714285717,671.1461038961039,308.0,6
51,454.50416666666666,254.19166666666666,240.0,1
51,10.012658227848101,230.72151898734177,237.0,9
51,117.00943396226415,172.45911949685535,318.0,0
51,129.49,256.32,200.0,3
52,298.89285714285717,672.0487012987013,308.0,6
52,20.522540983606557,501.2643442622951,488.0,5
52,12.929203539823009,426.4513274336283,226.0,8
52,106.4349593495935,398.780487804878,246.0,4
52,704.3662420382166,327.7547770700637,314.0,2
52,454.668016194332,253.36437246963564,247.0,1
52,10.407563025210084,229.7689075630252,238.0,9
52,116.48909657320873,172.08722741433021,321.0,0
52,129.71497584541063,255.8985507246377,207.0,3
53,13.43612334801762,426.14977973568284,227.0,8
53,298.335593220339,673.8101694915255,295.0,6
53,19.863917525773196,500.6845360824742,485.0,5
53,106.09716599190283,398.2186234817814,247.0,4
53,454.53036437246965,253.93117408906883,247.0,1
53,129.739336492891,255.08056872037915,211.0,3
53,115.59627329192547,171.59316770186336,322.0,0
53,704.6801242236024,328.9254658385093,322.0,2
53,10.92741935483871,228.5,248.0,9
54,297.70068027210885,675.3265306122449,294.0,6
54,115.16614420062696,171.4639498432602,319.0,0
54,11.383620689655173,228.01293103448276,232.0,9
54,454.4686192468619,253.85774058577405,239.0,1
54,130.01435406698565,254.41626794258374,209.0,3
54,704.6788990825688,329.98776758409787,327.0,2
54,105.48,397.524,250.0,4
54,13.707762557077626,425.95433789954336,219.0,8
54,18.89816700610998,499.68635437881875,491.0,5
55,18.461077844311376,499.437125748503,501.0,5
55,14.055813953488371,425.07906976744187,215.0,8
55,105.13709677419355,396.883064516129,248.0,4
55,704.8070175438596,330.046783625731,342.0,2
55,12.25296442687747,226.4189723320158,253.0,9
55,454.475,254.225,240.0,1
55,114.17791411042944,170.90490797546013,326.0,0
55,297.5017667844523,675.7420494699646,283.0,6
55,130.01951219512196,253.3658536585366,205.0,3
56,18.25399644760213,499.1865008880995,563.0,5
56,13.83955223880597,425.1455223880597,268.0,8
56,297.453125,675.865625,320.0,6
56,104.86219081272085,396.35689045936397,283.0,4
56,705.0050632911392,331.23037974683547,395.0,2
56,130.52542372881356,251.77542372881356,236.0,3
56,454.55670103092785,254.0274914089347,291.0,1
56,12.869257950530036,225.41342756183747,283.0,9
56,113.08767123287672,170.51780821917808,365.0,0
57,297.06597222222223,677.0347222222222,288.0,6
57,14.647826086956522,424.204347826087,230.0,8
57,104.49186991869918,395.7560975609756,246.0,4
57,705.385294117647,332.42058823529413,340.0,2
57,17.54302103250478,498.5831739961759,523.0,5
57,454.54918032786884,254.10655737704917,244.0,1
57,13.293172690763052,225.06425702811245,249.0,9
57,112.82035928143712,170.21556886227546,334.0,0
57,130.6206896551724,251.80295566502463,203.0,3
58,296.81949458483757,677.5992779783394,277.0,6
58,111.74785100286533,169.8051575931232,349.0,0
58,14.278481012658228,223.9789029535865,237.0,9
58,130.85922330097088,250.17961165048544,206.0,3
58,454.4153225806452,253.8709677419355,248.0,1
58,705.513353115727,333.2225519287834,337.0,2
58,104.23983739837398,395.3821138211382,246.0,4
58,14.85344827586207,424.23706896551727,232.0,8
58,17.17221135029354,498.48923679060664,511.0,5
59,16.170212765957448,497.86847195357836,517.0,5
59,131.260663507109,248.82938388625593,211.0,3
59,14.990867579908675,423.89497716894977,219.0,8
59,296.4697508896797,678.185053380783,281.0,6
59,103.97540983606558,394.594262295082,244.0,4
59,110.91017964071857,169.34730538922156,334.0,0
59,454.6150627615063,253.8744769874477,239.0,1
59,14.830508474576272,223.4364406779661,236.0,9
59,705.6494252873563,334.48275862068965,348.0,2
60,110.18694362017804,168.88427299703264,337.0,0
60,15.19140625,222.40234375,256.0,9
60,131.83561643835617,247.9543378995434,219.0,3
60,454.8081632653061,253.12244897959184,245.0,1
60,705.9221556886228,335.5419161676647,334.0,2
60,103.66666666666667,393.9588477366255,243.0,4
60,15.36986301369863,423.0365296803653,219.0,8
60,15.776892430278885,497.7450199203187,502.0,5
60,296.26056338028167,678.8908450704225,284.0,6
61,15.372,497.368,500.0,5
61,15.863436123348018,422.215859030837,227.0,8
61,103.21757322175732,393.01255230125525,239.0,4
61,706.123076923077,336.9138461538462,325.0,2
61,296.1094890510949,679.4525547445255,274.0,6
61,132.14418604651163,246.28837209302327,215.0,3
61,15.860377358490567,221.58490566037736,265.0,9
61,109.86764705882354,168.7235294117647,340.0,0
61,454.69767441860466,252.98837209302326,258.0,1
62,295.2304964539007,681.5070921985815,282.0,6
62,15.796380090497738,422.5565610859729,221.0,8
62,102.50678733031674,391.31674208144796,221.0,4
62,706.0243161094224,337.8328267477204,329.0,2
62,14.96761133603239,497.1497975708502,494.0,5
62,132.40182648401827,245.3881278538813,219.0,3
62,16.392857142857142,220.96031746031747,252.0,9
62,109.64776119402985,168.65970149253732,335.0,0
62,454.83076923076925,252.78846153846155,260.0,1
63,294.3467048710602,683.7621776504297,349.0,6
63,109.23480662983425,168.31491712707182,362.0,0
63,17.26797385620915,219.76143790849673,306.0,9
63,132.43951612903226,244.27822580645162,248.0,3
63,454.6496598639456,252.91156462585033,294.0,1
63,706.1832460732984,339.80104712041884,382.0,2
63,102.25806451612904,390.7347670250896,279.0,4
63,15.496428571428572,421.99285714285713,280.0,8
63,14.234962406015038,496.79887218045116,532.0,5
64,15.818565400843882,421.9198312236287,237.0,8
64,454.864,252.632,250.0,1
64,293.831715210356,684.453074433657,309.0,6
64,14.027253668763104,496.67714884696016,477.0,5
64,101.86697247706422,390.0091743119266,218.0,4
64,132.83018867924528,243.08490566037736,212.0,3
64,17.9609375,218.8984375,256.0,9
64,108.73134328358209,168.16417910447763,335.0,0
64,706.1945288753799,341.0607902735562,329.0,2
65,108.1437125748503,167.82934131736528,334.0,0
65,18.50588235294118,218.07450980392156,255.0,9
65,133.17703349282297,242.4688995215311,209.0,3
65,454.90234375,252.7265625,256.0,1
65,706.1981981981982,342.033033033033,333.0,2
65,101.45945945945945,388.81081081081084,222.0,4
65,16.203463203463205,421.0735930735931,231.0,8
65,13.355509355509355,496.3118503118503,481.0,5
65,293.53691275167785,685.0201342281879,298.0,6
66,13.288747346072187,496.1188959660297,471.0,5
66,293.1506849315069,686.0376712328767,292.0,6
66,16.807531380753137,420.1422594142259,239.0,8
66,101.12775330396475,387.5330396475771,227.0,4
66,107.59384615384616,167.59692307692308,325.0,0
66,454.94941634241246,252.22178988326849,257.0,1
66,133.8177339901478,240.76354679802955,203.0,3
66,19.235059760956176,217.19123505976097,251.0,9
66,706.1219512195122,343.1920731707317,328.0,2
67,292.26973684210526,687.3947368421053,304.0,6
67,17.426829268292682,419.1422764227642,246.0,8
67,12.93816631130064,495.89765458422175,469.0,5
67,100.92576419213974,387.03930131004364,229.0,4
67,107.09909909909909,167.0870870870871,333.0,0
67,455.1155378486056,251.9561752988048,251.0,1
67,133.82296650717703,240.311004784689,209.0,3
67,19.26,216.988,250.0,9
67,705.8601823708207,343.7781155015198,329.0,2
68,12.884368308351178,495.7730192719486,467.0,5
68,106.5,166.70180722891567,332.0,0
68,19.42168674698795,216.6265060240964,249.0,9
68,134.63106796116506,238.9368932038835,206.0,3
68,455.1146245059289,252.17391304347825,253.0,1
68,705.7380952380952,345.2708333333333,336.0,2
68,100.5635593220339,385.90677966101697,236.0,4
68,17.74380165289256,418.70661157024796,242.0,8
68,292.04333333333335,687.7766666666666,300.0,6
69,12.49671772428884,495.7527352297593,457.0,5
69,99.12121212121212,383.9734848484849,264.0,4
69,291.3856209150327,688.6274509803922,306.0,6
69,705.93125,346.615625,320.0,2
69,18.16460905349794,418.01234567901236,243.0,8
69,134.82178217821783,238.06930693069307,202.0,3
69,455.1782945736434,251.83333333333334,258.0,1
69,19.53012048192771,216.429718875502,249.0,9
69,105.98089171974522,166.28025477707007,314.0,0
70,12.202020202020202,495.2383838383838,495.0,5
70,18.676567656765677,416.6039603960396,303.0,8
70,99.82246376811594,384.89130434782606,276.0,4
70,290.7808988764045,689.4634831460675,356.0,6
70,455.18947368421055,251.79298245614035,285.0,1
70,135.0562248995984,236.77510040160644,249.0,3
70,19.731292517006803,216.00340136054422,294.0,9
70,104.2103825136612,165.13114754098362,366.0,0
70,705.9728260869565,346.89402173913044,368.0,2
71,290.6190476190476,690.0918367346939,294.0,6
71,11.997685185185185,495.4421296296296,432.0,5
71,20.028,415.224,250.0,8
71,99.38842975206612,384.0495867768595,242.0,4
71,455.5095785440613,250.88122605363984,261.0,1
71,135.85853658536584,236.1951219512195,205.0,3
71,20.69402985074627,214.12686567164178,268.0,9
71,103.45619335347432,164.76737160120845,331.0,0
71,705.7564935064935,348.02597402597405,308.0,2
72,20.645299145299145,414.7692307692308,234.0,8
72,290.15593220338985,690.9016949152542,295.0,6
72,11.5177304964539,495.0401891252955,423.0,5
72,99.01239669421487,383.72727272727275,242.0,4
72,102.89189189189189,164.52552552552552,333.0,0
72,455.58,250.96,250.0,1
72,20.980988593155892,213.70342205323195,263.0,9
72,705.8793650793651,349.0031746031746,315.0,2
73,289.76013513513516,691.5675675675676,296.0,6
73,20.843881856540083,414.1645569620253,237.0,8
73,98.74893617021277,383.07659574468084,235.0,4
73,11.049019607843137,494.6985294117647,408.0,5
73,455.652,250.72,250.0,1
73,21.614814814814814,212.4777777777778,270.0,9
73,101.98813056379822,164.20771513353117,337.0,0
73,705.8401253918495,349.60188087774293,319.0,2
74,10.573298429319372,494.5445026178011,382.0,5
74,101.27027027027027,163.6936936936937,333.0,0
74,22.144444444444446,211.64814814814815,270.0,9
74,455.68163265306123,250.6204081632653,245.0,1
74,705.8030769230769,350.11384615384617,325.0,2
74,98.44444444444444,382.49794238683126,243.0,4
74,21.537444933920703,413.3348017621145,227.0,8
74,289.6219081272085,692.356890459364,283.0,6
75,22.138392857142858,412.33035714285717,224.0,8
75,10.362903225806452,494.56720430107526,372.0,5
75,289.415770609319,692.8387096774194,279.0,6
75,98.09465020576131,382.08641975308643,243.0,4
75,455.84584980237156,249.98814229249012,253.0,1
75,22.696969696969695,210.88636363636363,264.0,9
75,100.05917159763314,163.49704142011834,338.0,0
75,705.9063444108762,350.32326283987913,331.0,2
76,99.24556213017752,163.14201183431953,338.0,0
76,23.267924528301887,209.71320754716982,265.0,9
